MinsOpen
30
40
45
60
60
60
60
60
60
60
60
60
60
60
60
60
60
90
90
90
90
90
90
120
120
120
120
120
120
120
120
120
120
120
120
120
120
120
140
150
150
150
165
180
180
180
180
180
180
180
210
225
240
240
240
240
240
240
240
240
240
240
240
270
270
270
270
270
270
300
300
300
300
300
300
300
300
300
300
300
300
300
330
330
360
360
360
360
360
360
360
360
360
360
370
390
420
450
450
450
450
480
480
480
480
480
480
480
480
480
510
525
540
540
540
540
540
555
570
585
600
600
600
600
600
600
600
600
600
600
600
600
630
630
630
645
660
660
690
690
690
690
690
720
720
720
720
720
720
730
750
750
750
750
750
750
750
750
760
780
780
780
780
780
810
810
810
810
810
810
810
825
840
840
840
840
840
840
840
840
870
900
900
900
900
900
900
900
900
900
900
900
900
900
900
900
900
900
900
900
930
930
945
945
945
960
960
960
960
960
960
960
960
960
975
990
990
990
990
1020
1020
1050
1050
1050
1050
1050
1050
1050
1050
1050
1050
1050
1050
1050
1050
1050
1050
1080
1080
1080
1080
1080
1080
1080
1080
1080
1095
1110
1110
1110
1125
1125
1125
1125
1125
1125
1140
1140
1140
1140
1140
1140
1140
1140
1140
1140
1170
1170
1170
1170
1170
1170
1170
1170
1170
1185
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1200
1215
1225
1230
1230
1230
1230
1230
1260
1260
1260
1260
1260
1260
1260
1260
1260
1260
1260
1275
1275
1275
1275
1290
1290
1290
1290
1305
1320
1320
1320
1320
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1350
1365
1380
1380
1380
1380
1380
1380
1380
1380
1380
1380
1410
1410
1410
1410
1410
1410
1410
1410
1425
1425
1425
1425
1430
1440
1440
1440
1440
1440
1440
1440
1440
1440
1440
1440
1440
1440
1440
1470
1470
1470
1470
1470
1470
1470
1470
1470
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1500
1510
1515
1530
1530
1530
1530
1530
1530
1530
1545
1545
1560
1560
1560
1560
1560
1560
1560
1560
1560
1575
1575
1575
1575
1575
1590
1590
1590
1590
1590
1590
1590
1590
1590
1590
1590
1590
1590
1605
1605
1620
1620
1620
1620
1620
1620
1620
1620
1620
1620
1620
1620
1620
1620
1620
1635
1635
1645
1650
1650
1650
1650
1650
1650
1650
1650
1650
1650
1650
1650
1650
1650
1665
1665
1665
1680
1680
1680
1680
1680
1680
1680
1680
1680
1680
1680
1680
1680
1695
1695
1710
1710
1710
1710
1710
1710
1710
1710
1710
1710
1740
1740
1740
1740
1740
1740
1740
1740
1740
1740
1740
1740
1740
1740
1740
1740
1740
1740
1750
1755
1770
1770
1770
1770
1770
1770
1770
1770
1770
1770
1770
1770
1770
1770
1785
1800
1800
1800
1800
1800
1800
1800
1800
1800
1800
1800
1800
1800
1800
1800
1815
1830
1830
1830
1830
1830
1830
1830
1830
1830
1830
1830
1830
1830
1845
1845
1860
1860
1860
1860
1860
1860
1860
1860
1860
1860
1860
1860
1875
1890
1890
1890
1890
1890
1890
1890
1890
1890
1890
1890
1905
1905
1905
1905
1920
1920
1920
1920
1920
1920
1920
1920
1920
1920
1920
1920
1920
1920
1920
1920
1920
1920
1935
1935
1945
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1950
1965
1980
1980
1980
1980
1980
1980
1980
1980
1980
1980
1980
1980
1980
1985
1995
1995
1995
1995
1995
2010
2010
2010
2010
2010
2010
2010
2010
2010
2010
2010
2010
2010
2010
2010
2020
2025
2025
2025
2025
2025
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2040
2055
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2070
2085
2085
2085
2085
2085
2085
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2100
2130
2130
2130
2130
2130
2130
2130
2130
2130
2130
2130
2130
2130
2130
2130
2130
2145
2145
2145
2145
2150
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2160
2175
2175
2175
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2190
2205
2205
2205
2220
2220
2220
2220
2220
2220
2220
2220
2220
2220
2220
2220
2220
2220
2220
2220
2235
2235
2235
2235
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2250
2265
2265
2270
2280
2280
2280
2280
2280
2280
2280
2280
2280
2280
